CABANG,PROPINSI,NO ORDER,TANGGAL,SUMBER,SERIES,HARGA JUAL,DISKON,JENIS BAYAR
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500043,2022-05-17,OFFLINE,BEAT,19956500,0,TUNAI
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500035,2022-05-18,OFFLINE,VARIO 160,27890000,40000,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500035,2022-05-17,OFFLINE,CB150R,32864000,0,TUNAI
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500016,2022-05-18,ONLINE,SCOOPY,23120000,0,TUNAI
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220500018,2022-05-17,OFFLINE,BEAT,19650000,0,TUNAI
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500031,2022-05-17,OFFLINE,VARIO 160,27890000,0,TUNAI
FKHC PEMALI,KEPULAUANBANGKABELIT,BTDPEM220500004,2022-05-17,OFFLINE,VARIO 160,27890000,200000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500055,2022-05-17,OFFLINE,REVO,16260000,0,TUNAI
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220500023,2022-05-18,OFFLINE,GENIO,20940000,400000,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500038,2022-05-17,OFFLINE,SCOOPY,23673000,0,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220500072,2022-05-18,OFFLINE,PCX160,35225000,0,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500036,2022-05-17,OFFLINE,REVO,16210000,150000,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500041,2022-05-17,OFFLINE,BEAT,19310000,0,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500040,2022-05-17,OFFLINE,PCX160,34180000,0,TUNAI
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500014,2022-05-17,OFFLINE,VARIO 160,28810000,0,TUNAI
FKH PRINGSEWU,LAMPUNG,BTDPSW220500036,2022-05-17,OFFLINE,SUPRAX125,20366000,150000,TUNAI
FKH GORONTALO,GORONTALO,BTDGTO220500032,2022-05-18,OFFLINE,SUPRA GTR 150,25660000,60000,TUNAI
FKH MANDONGA,SULAWESITENGGARA,BTDMDA220500005,2022-05-18,OFFLINE,REVO,19130000,0,TUNAI
FKH MADIUN,JAWATIMUR,BTDMDN220500038,2022-05-18,OFFLINE,REVO,18375000,475000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500016,2022-05-17,OFFLINE,VARIO 160,27436000,600000,TUNAI
FKH KLARI,JAWABARAT,BTDKLA220500009,2022-05-17,OFFLINE,SUPRAX125,19750000,400000,TUNAI
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220500016,2022-05-19,OFFLINE,BEAT,19760000,0,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500025,2022-05-17,OFFLINE,VARIO 160,27436000,500000,TUNAI
FKH TANJUNG KARANG TIMUR,LAMPUNG,BTDTKG220500017,2022-05-19,OFFLINE,PCX160,32527500,0,TUNAI
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500023,2022-05-18,OFFLINE,VARIO 160,29020000,0,TUNAI
FKH BELINYU,KEPULAUANBANGKABELIT,BTDBYU220500009,2022-05-18,ONLINE,VARIO 160,30590000,0,TUNAI
FKH BELINYU,KEPULAUANBANGKABELIT,BTDBYU220500008,2022-05-18,ONLINE,VARIO 160,30590000,0,TUNAI
FKH BENGKULU,BENGKULU,BTDBKL220500072,2022-05-18,OFFLINE,CBR 150R,36510000,30000,TUNAI
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500014,2022-05-17,OFFLINE,BEAT,20235000,500000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500075,2022-05-18,OFFLINE,VARIO 160,26890000,350000,TUNAI
FKH BANGLI,BALI,BTDBGL220500021,2022-05-18,OFFLINE,SCOOPY,22880000,0,TUNAI
FKH KOLAKA,SULAWESITENGGARA,BTDKLK220500021,2022-05-18,OFFLINE,REVO,17880000,30000,TUNAI
FKH MBAY,NUSATENGGARATIMUR,BTDMBY220500007,2022-05-18,OFFLINE,CB150R,32525500,0,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220500086,2022-05-18,OFFLINE,VARIO 160,26850000,300000,TUNAI
FKH KLUNGKUNG,BALI,BTDKLG220500026,2022-05-18,OFFLINE,GENIO,19650000,500000,TUNAI
FKH KLUNGKUNG,BALI,BTDKLG220500027,2022-05-18,OFFLINE,VARIO 125,22650000,0,TUNAI
FKH NARMADA,NUSATENGGARABARAT,BTDNMA220500012,2022-05-20,OFFLINE,PCX160,35380000,400000,TUNAI
FKH NARMADA,NUSATENGGARABARAT,BTDNMA220500011,2022-05-19,OFFLINE,VARIO 125,24110000,610000,TUNAI
FKH MADIUN,JAWATIMUR,BTDMDN220500039,2022-05-18,OFFLINE,VARIO 160,27526000,600000,TUNAI
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500018,2022-05-18,OFFLINE,VARIO 125,23983500,0,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500039,2022-05-18,OFFLINE,REVO,16210000,150000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500084,2022-05-18,OFFLINE,BEAT,20110000,110000,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500029,2022-05-18,OFFLINE,VARIO 160,31025000,500000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500060,2022-05-18,OFFLINE,CBR 150R,42770000,270000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500085,2022-05-18,OFFLINE,PCX160,32180000,30000,TUNAI
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500033,2022-05-18,OFFLINE,VARIO 160,29250000,70000,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500040,2022-05-18,OFFLINE,REVO,14470000,100000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220400129,2022-05-19,OFFLINE,VARIO 160,30455000,500000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500059,2022-05-18,OFFLINE,BEAT,19945000,0,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500041,2022-05-18,OFFLINE,VARIO 125,24538000,0,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500061,2022-05-18,OFFLINE,VARIO 160,28050000,0,TUNAI
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500012,2022-05-18,OFFLINE,REVO,18050000,0,TUNAI
FKH JAMBI,JAMBI,BTDJMB220500057,2022-05-19,OFFLINE,VARIO 160,25410000,200000,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500042,2022-05-18,OFFLINE,VARIO 125,24386000,0,TUNAI
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500038,2022-05-19,OFFLINE,VARIO 160,30874750,0,TUNAI
FKH RANGKUI,KEPULAUANBANGKABELIT,BTDRKI220500019,2022-05-19,OFFLINE,VARIO 160,30590000,0,TUNAI
FKH CIBEBER,JAWABARAT,BTDCBB220500009,2022-05-19,OFFLINE,SONIC 150R,24000000,1000000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500064,2022-05-19,OFFLINE,BEAT,19945000,0,TUNAI
FKH CIANJUR,JAWABARAT,BTDCJR220500018,2022-05-19,OFFLINE,VARIO 125,22900000,800000,TUNAI
FKH CIANJUR,JAWABARAT,BTDCJR220500020,2022-05-20,OFFLINE,CRF150L,34900000,300000,TUNAI
FKH MARTAPURA,SUMATERASELATAN,BTDMTP220500017,2022-05-20,ONLINE,REVO,18570000,570000,TUNAI
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500050,2022-05-19,OFFLINE,REVO,17773500,0,TUNAI
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500013,2022-05-19,OFFLINE,REVO,18050000,0,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500077,2022-05-20,OFFLINE,BEAT,19550000,200000,TUNAI
FKHMAULAFA,NUSATENGGARATIMUR,BTDMLF220500015,2022-05-19,OFFLINE,REVO,17370000,0,TUNAI
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500038,2022-05-19,OFFLINE,VARIO 160,27890000,40000,TUNAI
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500033,2022-05-19,OFFLINE,CRF150L,36370000,100000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500095,2022-05-19,OFFLINE,BEAT,19550000,200000,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500016,2022-05-20,ONLINE,VARIO 125,23165000,100000,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500033,2022-05-19,OFFLINE,VARIO 125,24107000,107000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500067,2022-05-19,OFFLINE,GENIO,21165000,0,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500054,2022-05-19,OFFLINE,SCOOPY,23370000,0,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500046,2022-05-19,OFFLINE,VARIO 160,28301000,0,TUNAI
FKH SIMPANG BRAYAN,SUMATERAUTARA,BTDSPB220500023,2022-05-20,OFFLINE,VARIO 160,26310000,510000,TUNAI
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500036,2022-05-21,OFFLINE,REVO,18050000,0,TUNAI
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500041,2022-05-20,OFFLINE,VARIO 160,28790000,0,TUNAI
FKH BANGLI,BALI,BTDBGL220500020,2022-05-21,OFFLINE,SCOOPY,23230000,0,TUNAI
FKH SIMPANG BRAYAN,SUMATERAUTARA,BTDSPB220500025,2022-05-20,OFFLINE,GENIO,19610000,300000,TUNAI
FKH SEI RAYA,KALIMANTANBARAT,BTDSEI220500036,2022-05-20,OFFLINE,SUPRAX125,20700000,500000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500040,2022-05-20,OFFLINE,VARIO 160,27436000,250000,TUNAI
FKH TOPOYO,SULAWESIBARAT,BTDTPY220500019,2022-05-20,ONLINE,CBR 150R,37040000,500000,TUNAI
FKH SEKARBELA,NUSATENGGARABARAT,BTDBEL220500012,2022-05-20,OFFLINE,PCX160,32220000,400000,TUNAI
FKH SEKARBELA,NUSATENGGARABARAT,BTDBEL220500013,2022-05-20,OFFLINE,BEAT,19495000,200000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500098,2022-05-20,OFFLINE,CB150R,30610000,610000,TUNAI
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220500021,2022-05-21,OFFLINE,BEAT,20110000,0,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500043,2022-05-20,OFFLINE,VARIO 160,28130000,200000,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500041,2022-05-20,ONLINE,SUPRAX125,21860000,250000,TUNAI
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500019,2022-05-23,OFFLINE,VARIO 160,30590000,600000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500099,2022-05-20,OFFLINE,BEAT,19550000,0,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500004,2022-05-20,OFFLINE,VARIO 125,23165000,0,TUNAI
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500029,2022-05-21,OFFLINE,VARIO 125,23706000,0,TUNAI
FKH MADIUN,JAWATIMUR,BTDMDN220500057,2022-05-21,OFFLINE,VARIO 160,27526000,626000,TUNAI
FKH AMBARAWA,LAMPUNG,BTDABW220500018,2022-05-20,OFFLINE,VARIO 160,27298000,0,TUNAI
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500046,2022-05-20,OFFLINE,REVO,18137000,0,TUNAI
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500040,2022-05-21,OFFLINE,SUPRAX125,21895000,0,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500048,2022-05-20,OFFLINE,SUPRAX125,21895000,0,TUNAI
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500022,2022-05-20,OFFLINE,VARIO 125,24769500,0,TUNAI
FKH PALOPO,SULAWESISELATAN,BTDPLP220500064,2022-05-20,OFFLINE,REVO,18220000,400000,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220400095,2022-05-21,OFFLINE,VARIO 125,23165000,0,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500064,2022-05-20,OFFLINE,CBR 150R,39030000,0,TUNAI
FKH MBAY,NUSATENGGARATIMUR,BTDMBY220500009,2022-05-20,OFFLINE,BEAT,19970500,0,TUNAI
FKH PRINGSEWU,LAMPUNG,BTDPSW220500050,2022-05-21,OFFLINE,CBR 150R,38039500,989500,TUNAI
FKH JAMBI,JAMBI,BTDJMB220500076,2022-05-20,OFFLINE,VARIO 125,20980000,230000,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500056,2022-05-21,OFFLINE,SCOOPY,24170000,0,TUNAI
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500043,2022-05-21,OFFLINE,GENIO,20500000,0,TUNAI
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500034,2022-05-21,OFFLINE,BEAT,20586000,0,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500041,2022-05-21,OFFLINE,VARIO 160,31025000,200000,TUNAI
FKH BENGKULU,BENGKULU,BTDBKL220500085,2022-05-21,OFFLINE,SUPRAX125,19850000,200000,TUNAI
FKH RANTEPAO,SULAWESISELATAN,BTDRTP220500008,2022-05-21,OFFLINE,VARIO 160,26530000,30000,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500022,2022-05-21,OFFLINE,SUPRAX125,20832000,0,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500040,2022-05-21,OFFLINE,VARIO 160,31025000,300000,TUNAI
FKH BULULAWANG,JAWATIMUR,BTDBLW220500040,2022-05-21,OFFLINE,CRF150L,36751000,400000,TUNAI
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500044,2022-05-21,OFFLINE,VARIO 160,28790000,0,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500106,2022-05-21,OFFLINE,BEAT,19330000,0,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500066,2022-05-21,OFFLINE,REVO,19130000,0,TUNAI
FKH SIMPANG BRAYAN,SUMATERAUTARA,BTDSPB220500031,2022-05-23,ONLINE,GENIO,20320000,300000,TUNAI
FKH SUKABUMI,JAWABARAT,BTDSKB220500124,2022-05-21,OFFLINE,SONIC 150R,24050000,800000,TUNAI
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500031,2022-05-23,OFFLINE,VARIO 160,26367000,0,TUNAI
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500024,2022-05-23,OFFLINE,SCOOPY,23520000,0,TUNAI
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220500033,2022-05-25,ONLINE,BEAT,20110000,0,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500107,2022-05-22,OFFLINE,VARIO 160,29840000,0,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500068,2022-05-25,OFFLINE,PCX160,34400000,0,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500045,2022-05-23,OFFLINE,VARIO 160,30455000,600000,TUNAI
FKH RANTEPAO,SULAWESISELATAN,BTDRTP220500009,2022-05-23,OFFLINE,REVO,18140000,440000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500048,2022-05-23,OFFLINE,VARIO 160,27436000,436000,TUNAI
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500050,2022-05-23,OFFLINE,SUPRAX125,21862000,252000,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500072,2022-05-25,OFFLINE,VARIO 160,28150000,0,TUNAI
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500054,2022-05-23,OFFLINE,CB150R,31778000,0,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500073,2022-05-23,ONLINE,VARIO 160,28150000,300000,TUNAI
FKH JAMBI,JAMBI,BTDJMB220500084,2022-05-23,OFFLINE,SUPRAX125,18865000,300000,TUNAI
FKH GORONTALO,GORONTALO,BTDGTO220500053,2022-05-23,OFFLINE,REVO,17120000,200000,TUNAI
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500064,2022-05-23,OFFLINE,REVO,18580000,0,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500047,2022-05-23,OFFLINE,VARIO 160,28570000,100000,TUNAI
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500019,2022-05-23,OFFLINE,VARIO 125,24737000,0,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500051,2022-05-23,OFFLINE,REVO,16210000,150000,TUNAI
FKH SAROLANGUN,JAMBI,BTDSRO220500052,2022-05-23,OFFLINE,SUPRAX125,18865000,200000,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500067,2022-05-23,OFFLINE,SCOOPY,24170000,0,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500075,2022-05-25,OFFLINE,REVO,17410000,300000,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220500132,2022-05-24,OFFLINE,PCX160,35225000,200000,TUNAI
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500037,2022-05-24,OFFLINE,CBR 150R,36365000,300000,TUNAI
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500047,2022-05-24,OFFLINE,REVO,16880000,600000,TUNAI
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500017,2022-05-24,ONLINE,REVO,18130000,130000,TUNAI
FKH GORONTALO,GORONTALO,BTDGTO220500055,2022-05-24,OFFLINE,REVO,17120000,200000,TUNAI
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500036,2022-05-24,OFFLINE,VARIO 125,23606000,0,TUNAI
FKH LAHAT,SUMATERASELATAN,BTDLHT220500010,2022-05-24,OFFLINE,CRF150L,36420000,200000,TUNAI
FKH GORONTALO,GORONTALO,BTDGTO220500057,2022-05-24,OFFLINE,REVO,17120000,120000,TUNAI
FKH MBAY,NUSATENGGARATIMUR,BTDMBY220500011,2022-05-24,OFFLINE,SUPRA X 125,21601500,0,TUNAI
FKH KUMPEH ULUH JAMBI,JAMBI,BTDKUJ220500002,2022-05-25,OFFLINE,PCX160,34160000,300000,TUNAI
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500037,2022-05-24,OFFLINE,VARIO 125,22187000,0,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500052,2022-05-24,OFFLINE,VARIO 160,27436000,700000,TUNAI
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500029,2022-05-28,OFFLINE,REVO,17612000,680000,TUNAI
FKH BENGKULU,BENGKULU,BTDBKL220500106,2022-05-24,OFFLINE,VARIO 160,29330000,600000,TUNAI
FKH DARUSSALAM,ACEH,BTDDRS220500032,2022-05-24,OFFLINE,VARIO 160,27231000,350000,TUNAI
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500067,2022-05-24,OFFLINE,SUPRAX125,21895000,295000,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500081,2022-05-24,OFFLINE,BEAT,19945000,0,TUNAI
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500084,2022-05-24,OFFLINE,VARIO 160,28050000,0,TUNAI
FKH DENPASAR,BALI,BTDDPR220500082,2022-05-24,OFFLINE,PCX160,36140000,500000,TUNAI
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500036,2022-05-24,OFFLINE,BEAT,20586000,0,TUNAI
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500051,2022-05-25,OFFLINE,ADV 150,36540000,300000,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500065,2022-05-25,OFFLINE,CRF150L,35703000,0,TUNAI
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500038,2022-05-25,OFFLINE,VARIO 160,26367000,0,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500054,2022-05-25,OFFLINE,REVO,16579000,500000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500055,2022-05-25,OFFLINE,REVO,16579000,500000,TUNAI
FKH PRINGSEWU,LAMPUNG,BTDPSW220500061,2022-05-25,OFFLINE,VARIO 160,26935000,100000,TUNAI
FKH SUKABUMI,JAWABARAT,BTDSKB220500143,2022-05-27,OFFLINE,VARIO 160,29825000,400000,TUNAI
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500050,2022-05-25,OFFLINE,VARIO 125,25130000,0,TUNAI
FKH TOBELO,MALUKUUTARA,BTDTBL220500046,2022-05-25,OFFLINE,CB150R,33350000,750000,TUNAI
FKH KOLAKA,SULAWESITENGGARA,BTDKLK220500033,2022-05-25,OFFLINE,SUPRAX125,21590000,40000,TUNAI
FKH SAMARINDA ILIR,KALIMANTANTIMUR,BTDSMI220500001,2022-05-25,OFFLINE,VARIO 160,28790000,0,TUNAI
FKH JAMBI,JAMBI,BTDJMB220400185,2022-05-27,OFFLINE,SUPRAX125,18865000,400000,TUNAI
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500071,2022-05-25,OFFLINE,ADV 150,40590000,0,TUNAI
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500029,2022-05-25,OFFLINE,REVO,18120000,120000,TUNAI
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500025,2022-05-25,OFFLINE,VARIO 160,26880000,300000,TUNAI
FKH TALANG PADANG,LAMPUNG,BTDTLP220500003,2022-05-25,OFFLINE,VARIO 160,27298000,300000,TUNAI
FKH LABUAN BADAS,NUSATENGGARABARAT,BTDLBD220500012,2022-05-25,OFFLINE,BEAT,19945000,0,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500195,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500196,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500198,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500050,2022-05-25,ONLINE,GENIO,21670000,150000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500199,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH NANGA PINOH,KALIMANTANBARAT,BTDNPH220500073,2022-05-25,OFFLINE,REVO,18690000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500200,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500201,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500202,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500203,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500204,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH BONE,SULAWESISELATAN,BTDBNE220500127,2022-05-25,OFFLINE,VARIO 160,26890000,0,TUNAI
FKH SLIPI,DKIJAKARTA,BTDSLP220500205,2022-05-30,OFFLINE,REVO,15809000,300000,TUNAI
FKH SURABAYA,JAWATIMUR,BTDSBY220500057,2022-05-25,OFFLINE,VARIO 160,30455000,350000,TUNAI
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500026,2022-05-25,OFFLINE,VARIO 160,26880000,180000,TUNAI
FKH MANADO,SULAWESIUTARA,BTDMDO220500052,2022-05-25,OFFLINE,CBR 150R,38350000,1000000,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500051,2022-05-25,ONLINE,GENIO,21120000,0,TUNAI
FKH TANGERANG,BANTEN,BTDTGR220500210,2022-05-30,ONLINE,BEAT,18791000,0,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500048,2022-05-25,OFFLINE,CB150R,32041000,741000,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220400025,2022-05-27,OFFLINE,PCX160,31550000,400000,TUNAI
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500080,2022-05-25,OFFLINE,REVO,19130000,0,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220500141,2022-05-25,OFFLINE,VARIO 160,29875000,300000,TUNAI
FKH KARAWANG,JAWABARAT,BTDKRW220500142,2022-05-27,OFFLINE,VARIO 125,22525000,225000,TUNAI
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500021,2022-05-25,OFFLINE,SUPRAX125,21895000,0,TUNAI
FKH BANGLI,BALI,BTDBGL220500038,2022-05-27,OFFLINE,VARIO 160,30060000,300000,TUNAI
FKH GORONTALO,GORONTALO,BTDGTO220500065,2022-05-27,OFFLINE,REVO,17120000,220000,TUNAI
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500059,2022-05-28,OFFLINE,BEAT,20155000,0,TUNAI
FKH PALOPO,SULAWESISELATAN,BTDPLP220500079,2022-05-27,OFFLINE,REVO,16590000,590000,TUNAI
FKH SEI BAMBAN,SUMATERAUTARA,BTDBAM220500017,2022-05-28,OFFLINE,VARIO 160,29860000,360000,TUNAI
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500025,2022-05-27,OFFLINE,BEAT,19496500,0,TUNAI
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500026,2022-05-27,OFFLINE,BEAT,19496500,0,TUNAI
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500035,2022-05-30,OFFLINE,REVO,19740000,140000,TUNAI
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500023,2022-05-27,OFFLINE,VARIO 125,24737000,0,TUNAI
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500029,2022-05-27,OFFLINE,VARIO 160,26880000,600000,TUNAI
FKH MALANG KOTA,JAWATIMUR,BTDMLG220500049,2022-05-27,OFFLINE,VARIO 160,28006000,506000,TUNAI
FKH CIANJUR,JAWABARAT,BTDCJR220500030,2022-05-30,OFFLINE,SONIC 150R,24000000,1000000,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500052,2022-05-27,ONLINE,CB150R,32700000,500000,TUNAI
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500064,2022-05-28,OFFLINE,SUPRAX125,21895000,0,TUNAI
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500053,2022-05-27,ONLINE,BEAT,20670000,0,TUNAI
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500060,2022-05-28,OFFLINE,SUPRAX125,20832000,0,TUNAI
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500050,2022-05-27,ONLINE,BEAT,19750000,0,TUNAI
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500056,2022-05-30,OFFLINE,REVO,16880000,300000,TUNAI
